Well;Unit;Facies;Top Depth;Facies Thickness;Flow Thickness;Core Prop.;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | rubbly flow top) (12.16 m) ;1148,32;12,16;31,84;0,53;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | massive interior) (16.96 m) ;1160,48;16,96;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | L. crust) (2.72 m) ;1177,44;2,72;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | rubbly flow top) (13.20 m) ;1180,16;13,20;56,24;0,74;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | massive interior) (41.74 m) ;1193,36;41,74;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | L. crust) (1.30 m) ;1235,10;1,30;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | U. crust) (9.20 m) ;1236,40;9,20;21,44;0,52;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | massive interior) (11.12 m) ;1245,60;11,12;;;;;;;;
1-RO-001-PR;Esmeralda;Simple lava (basic | L. crust) (1.12 m) ;1256,72;1,12;;;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | massive interior):  (15.28 m) ;73,20;15,28;;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RS-001-PR;Pitanga;Simple lava (basic | L. crust):  (1.84 m) ;88,48;1,84;;;61,04;13,95;0,49;0,97;0,00;0,03
1-RS-001-PR;Pitanga;Siliciclastics (undiff. low GR):  (2.08 m) ;90,32;2,08;2,08;;;;;58,96;0,00;2,08
1-RS-001-PR;Pitanga;Simple lava (basic | U. crust):  (6.16 m) ;92,40;6,16;23,40;0,65;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | massive interior):  (15.28 m) ;98,56;15,28;;;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | L. crust):  (1.96 m) ;113,84;1,96;;;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | U. crust):  (3.56 m) ;115,80;3,56;5,48;0,23;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | massive interior):  (1.28 m) ;119,36;1,28;;;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | L. crust):  (0.64 m) ;120,64;0,64;;;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | U. crust):  (4.24 m) ;121,28;4,24;12,96;0,59;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | massive interior):  (7.60 m) ;125,52;7,60;;;;;;;;
1-RS-001-PR;Pitanga;Simple lava (basic | L. crust):  (1.12 m) ;133,12;1,12;;;;;;;;
1-RS-001-PR;Chapeco;Lava (int./evolved | U. crust):  (12.96 m) ;134,24;12,96;62,32;0,77;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RS-001-PR;Chapeco;Lava (int./evolved | interior):  (47.92 m) ;147,20;47,92;;;62,32;62,32;0,77;1,00;0,00;0,00
1-RS-001-PR;Chapeco;Lava (int./evolved | L. crust):  (1.44 m) ;195,12;1,44;;;;;;62,32;0,00;0,00
1-RS-001-PR;Esmeralda;Simple lava (basic | U. crust):  (4.48 m) ;196,56;4,48;22,64;0,74;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (16.66 m) ;201,04;16,66;;;67,60;15,09;0,55;0,67;0,27;0,06
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.50 m) ;217,70;1,50;;;;;;45,28;18,40;3,92
1-RS-001-PR;Esmeralda;Compound lava (basic):  (18.40 m) ;219,20;18,40;18,40;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | U. crust):  (2.88 m) ;237,60;2,88;7,76;0,46;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (3.60 m) ;240,48;3,60;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.28 m) ;244,08;1,28;;;;;;;;
1-RS-001-PR;Esmeralda;1Volcaniclastics (undiff.):  (3.92 m) ;245,36;3,92;3,92;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | U. crust):  (6.88 m) ;249,28;6,88;14,88;0,46;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (6.80 m) ;256,16;6,80;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.20 m) ;262,96;1,20;;;;;;;;
1-RS-001-PR;Pitanga;1Volcaniclastics (undiff.):  (3.04 m) ;264,16;3,04;3,04;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RS-001-PR;Pitanga;Simple lava (basic | U. crust):  (9.68 m) ;267,20;9,68;18,16;0,39;30,40;18,16;0,39;0,60;0,18;0,22
1-RS-001-PR;Pitanga;Simple lava (basic | massive interior):  (7.04 m) ;276,88;7,04;;;;;;18,16;5,52;6,72
1-RS-001-PR;Pitanga;Simple lava (basic | L. crust):  (1.44 m) ;283,92;1,44;;;;;;;;
1-RS-001-PR;Pitanga;Compound lava (basic):  (5.52 m) ;285,36;5,52;5,52;;;;;;;
1-RS-001-PR;Pitanga;1Volcaniclastics (undiff.):  (3.68 m) ;290,88;3,68;3,68;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | rubbly flow top):  (10.08 m) ;294,56;10,08;61,44;0,82;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (50.32 m) ;304,64;50,32;;;290,72;28,81;0,62;0,89;0,09;0,02
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.04 m) ;354,96;1,04;;;;;;259,28;26,16;5,28
1-RS-001-PR;Esmeralda;1Volcaniclastics (undiff.):  (5.28 m) ;356,00;5,28;5,28;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | rubbly flow top):  (14.56 m) ;361,28;14,56;76,08;0,79;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (60.24 m) ;375,84;60,24;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.28 m) ;436,08;1,28;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | U. crust):  (3.52 m) ;437,36;3,52;13,92;0,66;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (9.12 m) ;440,88;9,12;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.28 m) ;450,00;1,28;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | U. crust):  (2.88 m) ;451,28;2,88;9,04;0,37;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (3.36 m) ;454,16;3,36;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (2.80 m) ;457,52;2,80;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | U. crust):  (4.64 m) ;460,32;4,64;14,88;0,56;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (8.40 m) ;464,96;8,40;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.84 m) ;473,36;1,84;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | rubbly flow top):  (4.96 m) ;475,20;4,96;18,24;0,56;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (10.16 m) ;480,16;10,16;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (3.12 m) ;490,32;3,12;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | U. crust):  (4.32 m) ;493,44;4,32;11,76;0,52;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (6.16 m) ;497,76;6,16;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.28 m) ;503,92;1,28;;;;;;;;
1-RS-001-PR;Esmeralda;Compound lava (basic):  (13.60 m) ;505,20;13,60;13,60;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | U. crust):  (5.44 m) ;518,80;5,44;16,64;0,60;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (10.00 m) ;524,24;10,00;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (1.20 m) ;534,24;1,20;;;;;;;;
1-RS-001-PR;Esmeralda;Compound lava (basic):  (12.56 m) ;535,44;12,56;12,56;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | rubbly flow top):  (10.32 m) ;548,00;10,32;37,28;0,70;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | massive interior):  (26.00 m) ;558,32;26,00;;;;;;;;
1-RS-001-PR;Esmeralda;Simple lava (basic | L. crust):  (0.96 m) ;584,32;0,96;;;;;;;;
1-RS-001-PR;Vale do Sol;1Volcaniclastics (undiff.):  (2.32 m) ;585,28;2,32;2,32;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-RS-001-PR;Vale do Sol;Simple lava (basic | rubbly flow top):  (10.80 m) ;587,60;10,80;54,40;0,77;165,52;38,02;0,62;0,92;0,00;0,08
1-RS-001-PR;Vale do Sol;Simple lava (basic | massive interior):  (42.00 m) ;598,40;42,00;;;;;;152,08;0,00;13,44
1-RS-001-PR;Vale do Sol;Simple lava (basic | L. crust):  (1.60 m) ;640,40;1,60;;;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | rubbly flow top):  (14.56 m) ;642,00;14,56;36,16;0,57;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | massive interior):  (20.64 m) ;656,56;20,64;;;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | L. crust):  (0.96 m) ;677,20;0,96;;;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | U. crust):  (10.32 m) ;678,16;10,32;55,44;0,78;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | massive interior):  (43.12 m) ;688,48;43,12;;;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | L. crust):  (2.00 m) ;731,60;2,00;;;;;;;;
1-RS-001-PR;Vale do Sol;Siliciclastics (undiff. low GR):  (11.12 m) ;733,60;11,12;11,12;;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | U. crust):  (3.20 m) ;744,72;3,20;6,08;0,34;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | massive interior):  (2.08 m) ;747,92;2,08;;;;;;;;
1-RS-001-PR;Vale do Sol;Simple lava (basic | L. crust):  (0.80 m) ;750,00;0,80;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (22.30 m) ;117,70;22,30;;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-SE-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.12 m) ;140,00;1,12;;;213,50;28,41;0,63;0,91;0,00;0,09
1-SE-001-SC;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (1.92 m) ;141,12;1,92;1,92;;;;;193,88;0,00;19,62
1-SE-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (9.46 m) ;143,04;9,46;34,56;0,69;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (23.82 m) ;152,50;23,82;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.28 m) ;176,32;1,28;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (8.88 m) ;177,60;8,88;31,84;0,68;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (21.68 m) ;186,48;21,68;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.28 m) ;208,16;1,28;;;;;;;;
1-SE-001-SC;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (2.26 m) ;209,44;2,26;2,26;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (7.82 m) ;211,70;7,82;19,42;0,54;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (10.48 m) ;219,52;10,48;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.12 m) ;230,00;1,12;;;;;;;;
1-SE-001-SC;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (2.32 m) ;231,12;2,32;2,32;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (4.00 m) ;233,44;4,00;11,12;0,50;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (5.60 m) ;237,44;5,60;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.52 m) ;243,04;1,52;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | rubbly flow top): 100.00% (10.32 m) ;244,56;10,32;33,76;0,67;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (22.56 m) ;254,88;22,56;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (0.88 m) ;277,44;0,88;;;;;;;;
1-SE-001-SC;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (2.40 m) ;278,32;2,40;2,40;;;;;;;
1-SE-001-SC;Esmeralda;1Volcaniclastics (undiff.): 100.00% (8.72 m) ;280,72;8,72;8,72;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | U. crust): 100.00% (11.44 m) ;289,44;11,44;39,76;0,67;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (26.72 m) ;300,88;26,72;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (1.60 m) ;327,60;1,60;;;;;;;;
1-SE-001-SC;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (2.00 m) ;329,20;2,00;2,00;;;;;;;
1-SE-001-SC;VDSII;Simple lava (basic | rubbly flow top): 100.00% (9.30 m) ;331,20;9,30;28,32;0,65;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-SE-001-SC;VDSII;Simple lava (basic | massive interior): 100.00% (18.38 m) ;340,50;18,38;;;55,44;26,92;0,58;0,97;0,00;0,03
1-SE-001-SC;VDSII;Simple lava (basic | L. crust): 100.00% (0.64 m) ;358,88;0,64;;;;;;53,84;0,00;1,60
1-SE-001-SC;VDSII;1Volcaniclastics (undiff.): 100.00% (1.60 m) ;359,52;1,60;1,60;;;;;;;
1-SE-001-SC;VDSII;Simple lava (basic | rubbly flow top): 100.00% (10.96 m) ;361,12;10,96;25,52;0,52;;;;;;
1-SE-001-SC;VDSII;Simple lava (basic | massive interior): 100.00% (13.28 m) ;372,08;13,28;;;;;;;;
1-SE-001-SC;VDSII;Simple lava (basic | L. crust): 100.00% (1.28 m) ;385,36;1,28;;;;;;;;
1-SE-001-SC;Esmeralda;Simple lava (basic | rubbly flow top): 100.00% (8.88 m) ;386,64;8,88;25,04;0,61;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-SE-001-SC;Esmeralda;Simple lava (basic | massive interior): 100.00% (15.20 m) ;395,52;15,20;;;26,36;25,04;0,61;0,95;0,00;0,05
1-SE-001-SC;Esmeralda;Simple lava (basic | L. crust): 100.00% (0.96 m) ;410,72;0,96;;;;;;25,04;0,00;1,32
1-SE-001-SC;Esmeralda;Siliciclastics (undiff. low GR): 100.00% (1.32 m) ;411,68;1,32;1,32;;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (11.50 m) ;413,00;11,50;62,12;0,79;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
1-SE-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (49.26 m) ;424,50;49,26;;;234,04;46,33;0,73;0,99;0,00;0,01
1-SE-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.36 m) ;473,76;1,36;;;;;;231,66;0,00;2,38
1-SE-001-SC;Vale do Sol;Simple lava (basic | rubbly flow top): 100.00% (5.20 m) ;475,12;5,20;28,98;0,77;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (22.32 m) ;480,32;22,32;;;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.46 m) ;502,64;1,46;;;;;;;;
1-SE-001-SC;Vale do Sol;Siliciclastics (undiff. low GR): 100.00% (2.38 m) ;504,10;2,38;2,38;;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (9.20 m) ;506,48;9,20;22,00;0,48;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (10.48 m) ;515,68;10,48;;;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.32 m) ;526,16;2,32;;;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (8.88 m) ;528,48;8,88;61,04;0,81;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (49.44 m) ;537,36;49,44;;;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (2.72 m) ;586,80;2,72;;;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | U. crust): 100.00% (11.12 m) ;589,52;11,12;57,52;0,78;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | massive interior): 100.00% (44.72 m) ;600,64;44,72;;;;;;;;
1-SE-001-SC;Vale do Sol;Simple lava (basic | L. crust): 100.00% (1.68 m) ;645,36;1,68;;;;;;;;
2-AN-001-PR;Paranapanema;Unknown: 100.00% (108.00 m) ;156,80;108,00;108,00;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-AN-001-PR;Paranapanema;Compound lava (basic): 100.00% (18.48 m) ;273,60;18,48;18,48;;632,32;30,27;0,56;0,77;0,18;0,05
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (1.76 m) ;292,08;1,76;1,76;;;;;484,24;115,44;32,64
2-AN-001-PR;Paranapanema;Compound lava (basic): 100.00% (19.68 m) ;293,84;19,68;19,68;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (5.04 m) ;313,52;5,04;18,24;0,68;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (12.40 m) ;318,56;12,40;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (0.80 m) ;330,96;0,80;;;;;;;;
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. high GR): 100.00% (2.80 m) ;331,76;2,80;2,80;;;;;;;
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (8.00 m) ;334,56;8,00;8,00;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | rubbly flow top): 100.00% (16.54 m) ;342,56;16,54;26,72;0,34;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (9.14 m) ;359,10;9,14;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.04 m) ;368,24;1,04;;;;;;;;
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (1.12 m) ;369,28;1,12;1,12;;;;;;;
2-AN-001-PR;Paranapanema;Compound lava (basic): 100.00% (12.08 m) ;370,40;12,08;12,08;;;;;;;
2-AN-001-PR;Paranapanema;1Volcaniclastics (undiff.): 100.00% (3.04 m) ;382,48;3,04;3,04;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | rubbly flow top): 100.00% (11.68 m) ;385,52;11,68;22,48;0,37;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (8.40 m) ;397,20;8,40;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (2.40 m) ;405,60;2,40;;;;;;;;
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (2.24 m) ;408,00;2,24;2,24;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (4.48 m) ;410,24;4,48;9,68;0,40;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (3.92 m) ;414,72;3,92;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.28 m) ;418,64;1,28;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | rubbly flow top): 100.00% (7.12 m) ;419,92;7,12;16,00;0,50;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (8.08 m) ;427,04;8,08;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (0.80 m) ;435,12;0,80;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | rubbly flow top): 100.00% (7.60 m) ;435,92;7,60;15,52;0,42;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (6.48 m) ;443,52;6,48;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.44 m) ;450,00;1,44;;;;;;;;
2-AN-001-PR;Paranapanema;Compound lava (basic): 100.00% (19.68 m) ;451,44;19,68;19,68;;;;;;;
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (3.12 m) ;471,12;3,12;3,12;;;;;;;
2-AN-001-PR;Paranapanema;Compound lava (basic): 100.00% (6.00 m) ;474,24;6,00;6,00;;;;;;;
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (1.76 m) ;480,24;1,76;1,76;;;;;;;
2-AN-001-PR;Paranapanema;Compound lava (basic): 100.00% (39.52 m) ;482,00;39,52;39,52;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (11.20 m) ;521,52;11,20;62,96;0,76;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (48.08 m) ;532,72;48,08;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (3.68 m) ;580,80;3,68;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (7.76 m) ;584,48;7,76;77,28;0,89;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (68.40 m) ;592,24;68,40;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.12 m) ;660,64;1,12;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | rubbly flow top): 100.00% (7.76 m) ;661,76;7,76;25,84;0,65;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (16.80 m) ;669,52;16,80;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.28 m) ;686,32;1,28;;;;;;;;
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (2.08 m) ;687,60;2,08;2,08;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (3.20 m) ;689,68;3,20;12,72;0,57;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (7.28 m) ;692,88;7,28;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (2.24 m) ;700,16;2,24;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (3.76 m) ;702,40;3,76;15,84;0,69;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (10.96 m) ;706,16;10,96;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.12 m) ;717,12;1,12;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (2.80 m) ;718,24;2,80;6,96;0,37;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (2.56 m) ;721,04;2,56;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (1.60 m) ;723,60;1,60;;;;;;;;
2-AN-001-PR;Paranapanema;1Volcaniclastics (undiff.): 100.00% (1.44 m) ;725,20;1,44;1,44;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | rubbly flow top): 100.00% (18.08 m) ;726,64;18,08;67,04;0,70;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (46.88 m) ;744,72;46,88;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (2.08 m) ;791,60;2,08;;;;;;;;
2-AN-001-PR;Paranapanema;1Volcaniclastics (undiff.): 100.00% (2.88 m) ;793,68;2,88;2,88;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (5.68 m) ;796,56;5,68;12,80;0,31;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (3.92 m) ;802,24;3,92;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (3.20 m) ;806,16;3,20;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (17.92 m) ;809,36;17,92;43,44;0,57;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (24.56 m) ;827,28;24,56;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (0.96 m) ;851,84;0,96;;;;;;;;
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (2.40 m) ;852,80;2,40;2,40;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | U. crust): 100.00% (8.80 m) ;855,20;8,80;50,72;0,74;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | massive interior): 100.00% (37.60 m) ;864,00;37,60;;;;;;;;
2-AN-001-PR;Paranapanema;Simple lava (basic | L. crust): 100.00% (4.32 m) ;901,60;4,32;;;;;;;;
2-AN-001-PR;Pitanga II;Simple lava (basic | rubbly flow top): 100.00% (5.76 m) ;905,92;5,76;19,20;0,65;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-AN-001-PR;Pitanga II;Simple lava (basic | massive interior): 100.00% (12.48 m) ;911,68;12,48;;;19,20;19,20;0,65;1,00;0,00;0,00
2-AN-001-PR;Pitanga II;Simple lava (basic | L. crust): 100.00% (0.96 m) ;924,16;0,96;;;;;;19,20;0,00;0,00
2-AN-001-PR;Paranapanema;Siliciclastics (undiff. low GR): 100.00% (9.38 m) ;925,12;9,38;9,38;;Unit Thinckness;Avg flow Thickness;Avg Core prop;Simple;Compound;Siliciclastic/volcaniclastic
2-AN-001-PR;Paranapanema;Simple lava (basic | rubbly flow top): 100.00% (5.02 m) ;934,50;5,02;31,98;0,82;62,56;25,63;0,60;0,82;0,00;0,18
